,names,scores,logfoldchanges,pvals,pvals_adj,celltype
88588,SH3BGRL3,-3.9406006,-0.57601553,9.948027259760195e-05,0.008684157812230819,t_CD8_MAIT-KLRB1
88589,RPS7,-3.9451408,-0.4031989,9.794955523701445e-05,0.008652731028965424,t_CD8_MAIT-KLRB1
88590,GNA15,-3.9507651,-2.9033575,0.00010585720074540462,0.009062439042964698,t_CD8_MAIT-KLRB1
88591,RPL36,-3.9548097,-0.41706035,9.428272869116629e-05,0.00839570659947482,t_CD8_MAIT-KLRB1
88592,BCL3,-3.9676173,-0.9666816,8.934844097305808e-05,0.00798839911974039,t_CD8_MAIT-KLRB1
88593,OAZ1,-3.971179,-0.75143117,8.817967056850732e-05,0.00791582119641908,t_CD8_MAIT-KLRB1
88594,RPS19,-3.989901,-0.387774,8.195651280525377e-05,0.007417231667064865,t_CD8_MAIT-KLRB1
88595,CXCR3,-4.0461946,-1.8167913,6.770892484627119e-05,0.006229502035752577,t_CD8_MAIT-KLRB1
88596,GSPT1,-4.074127,-1.1277908,5.842790847492639e-05,0.00548025916761885,t_CD8_MAIT-KLRB1
88597,RPL37,-4.1073704,-0.3459936,5.1073310627723166e-05,0.004860294062439939,t_CD8_MAIT-KLRB1
88598,DDX27,-4.1405263,-1.6236261,4.58619075548086e-05,0.004440594219269742,t_CD8_MAIT-KLRB1
88599,RPL28,-4.1647487,-0.313191,4.1611837233483685e-05,0.0040645782686257,t_CD8_MAIT-KLRB1
88600,FOSL2,-4.194617,-1.0928323,3.54690388275011e-05,0.0034953555463208084,t_CD8_MAIT-KLRB1
88601,RPS4X,-4.1984973,-0.40422973,3.532361493991922e-05,0.0034953555463208084,t_CD8_MAIT-KLRB1
88602,SELENOK,-4.228844,-0.88071465,3.0560142250279825e-05,0.0030661087516536405,t_CD8_MAIT-KLRB1
88603,HLA-DPB1,-4.229478,-1.6455796,3.156335057410181e-05,0.003138359516948697,t_CD8_MAIT-KLRB1
88604,RACK1,-4.2678037,-0.580656,2.6535798126074294e-05,0.0027239733881918764,t_CD8_MAIT-KLRB1
88605,CNN2,-4.292102,-1.0380156,2.349965040363432e-05,0.0024578195679235085,t_CD8_MAIT-KLRB1
88606,YPEL5,-4.314487,-0.89747757,2.124680248284851e-05,0.0022433588164390474,t_CD8_MAIT-KLRB1
88607,C19orf53,-4.319122,-1.1272609,2.119095948794868e-05,0.0022433588164390474,t_CD8_MAIT-KLRB1
88608,EMP3,-4.338224,-1.0361959,1.92034337246168e-05,0.0020770621267118456,t_CD8_MAIT-KLRB1
88609,FAU,-4.3382287,-0.3783448,1.9298482305430657e-05,0.0020772099425160873,t_CD8_MAIT-KLRB1
88610,SC5D,-4.3398256,-1.6604395,1.9983321890173727e-05,0.0021302413282251057,t_CD8_MAIT-KLRB1
88611,SDCBP,-4.342572,-1.2452912,1.9065945784671447e-05,0.002072300077860392,t_CD8_MAIT-KLRB1
88612,COTL1,-4.386376,-1.4915076,1.6162311909025784e-05,0.001782920109247904,t_CD8_MAIT-KLRB1
88613,RPL36A,-4.416063,-0.89487517,1.3734894423667733e-05,0.0015459076855633737,t_CD8_MAIT-KLRB1
88614,HLA-DPA1,-4.456655,-1.6057745,1.1952264177827478e-05,0.0013731479461915475,t_CD8_MAIT-KLRB1
88615,IGKV3-11,-4.4882298,-5.5234013,1.3320804664598668e-05,0.0015146779580930579,t_CD8_MAIT-KLRB1
88616,MYL12B,-4.5034738,-0.8695076,9.326052293250197e-06,0.0010999284973310457,t_CD8_MAIT-KLRB1
88617,RPS25,-4.5101423,-0.41644102,9.323420802979386e-06,0.0010999284973310457,t_CD8_MAIT-KLRB1
88618,RPS8,-4.51307,-0.41013458,9.529385329926432e-06,0.0011124134224992513,t_CD8_MAIT-KLRB1
88619,RPL41,-4.5199943,-0.54591084,8.894252566301288e-06,0.0010718057725684698,t_CD8_MAIT-KLRB1
88620,IL21R,-4.5251203,-1.9075075,9.200905461021208e-06,0.0010968369719743186,t_CD8_MAIT-KLRB1
88621,USP36,-4.556406,-1.4072245,7.580884840627045e-06,0.0009235767009407882,t_CD8_MAIT-KLRB1
88622,RPL34,-4.585089,-0.46656352,6.634760896458595e-06,0.0008172919630954245,t_CD8_MAIT-KLRB1
88623,CNOT6L,-4.6021757,-1.5761784,6.28544304840372e-06,0.0007829613972598633,t_CD8_MAIT-KLRB1
88624,RPLP2,-4.621622,-0.41440308,5.912217961871407e-06,0.0007406305585795181,t_CD8_MAIT-KLRB1
88625,RNF19A,-4.6319804,-1.5583873,5.470301942923763e-06,0.000689164801025276,t_CD8_MAIT-KLRB1
88626,UBE2B,-4.64839,-1.0131755,4.8831497537979375e-06,0.0006222648246606993,t_CD8_MAIT-KLRB1
88627,DUSP2,-4.6594996,-0.9588588,4.725884905568221e-06,0.0006092270116928148,t_CD8_MAIT-KLRB1
88628,RPL36AL,-4.662101,-0.7523494,4.576441603074792e-06,0.0005969025862645728,t_CD8_MAIT-KLRB1
88629,PIM3,-4.8169274,-1.5136182,2.344107230207277e-06,0.00032283161251792515,t_CD8_MAIT-KLRB1
88630,CD2,-4.835139,-1.318002,2.0558966531290816e-06,0.0002894497062586087,t_CD8_MAIT-KLRB1
88631,SARAF,-4.852623,-0.7465405,1.8952614904364578e-06,0.00026938226299645884,t_CD8_MAIT-KLRB1
88632,NFE2L2,-4.861697,-1.1681329,1.8179070369490897e-06,0.0002616981637942665,t_CD8_MAIT-KLRB1
88633,SUB1,-4.928266,-0.9474423,1.3227564956746316e-06,0.00019684214616505776,t_CD8_MAIT-KLRB1
88634,TRDC,-5.0033216,-4.5359764,1.2887219266003354e-06,0.0001930731843142516,t_CD8_MAIT-KLRB1
88635,RPS27A,-5.017173,-0.41186008,9.642431105126687e-07,0.0001484733506208153,t_CD8_MAIT-KLRB1
88636,RPL10,-5.0463133,-0.37851334,7.896405304243791e-07,0.00012330070057112505,t_CD8_MAIT-KLRB1
88637,MOB4,-5.062227,-1.6358646,7.43147258878633e-07,0.00011686385936961652,t_CD8_MAIT-KLRB1
88638,ARHGDIB,-5.0680366,-0.8851401,6.748375346412175e-07,0.00010842878735941822,t_CD8_MAIT-KLRB1
88639,ICOS,-5.095,-2.0579295,6.726432116283855e-07,0.00010842878735941822,t_CD8_MAIT-KLRB1
88640,RPL12,-5.107641,-0.53428006,5.562556064202922e-07,9.34382997057359e-05,t_CD8_MAIT-KLRB1
88641,RPL35A,-5.113461,-0.40718502,5.756067477925595e-07,9.596186781055956e-05,t_CD8_MAIT-KLRB1
88642,ISG20,-5.124804,-1.2777427,5.156598732586699e-07,8.728035396766784e-05,t_CD8_MAIT-KLRB1
88643,HLA-DRB1,-5.1289887,-2.316419,5.855295293340575e-07,9.688765861137356e-05,t_CD8_MAIT-KLRB1
88644,CCR7,-5.2307277,-3.2658386,4.1642516120017014e-07,7.213589921321384e-05,t_CD8_MAIT-KLRB1
88645,RPS3A,-5.2480035,-0.48925832,2.797334890832799e-07,5.002040849551262e-05,t_CD8_MAIT-KLRB1
88646,RHOG,-5.284181,-1.5123223,2.4030638241988277e-07,4.367470014259066e-05,t_CD8_MAIT-KLRB1
88647,RPS3,-5.32585,-0.45220295,1.934947867976348e-07,3.6358982268338614e-05,t_CD8_MAIT-KLRB1
88648,RPL7A,-5.4515553,-0.5151332,1.0752323046020191e-07,2.0731413817339623e-05,t_CD8_MAIT-KLRB1
88649,SH2D2A,-5.491813,-1.5213758,8.549766624062335e-08,1.6776457996047273e-05,t_CD8_MAIT-KLRB1
88650,TSPO,-5.5033455,-2.0288525,8.291622069513136e-08,1.6415190727438818e-05,t_CD8_MAIT-KLRB1
88651,FXYD5,-5.5592656,-1.0571818,5.648659015934573e-08,1.1490616179845624e-05,t_CD8_MAIT-KLRB1
88652,RPL32,-5.5658336,-0.44275993,5.747183547002134e-08,1.1584754617061664e-05,t_CD8_MAIT-KLRB1
88653,RBM38,-5.6796036,-1.555381,3.220935437607362e-08,6.9337671318512655e-06,t_CD8_MAIT-KLRB1
88654,SELL,-5.687465,-4.78054,5.352830825946164e-08,1.0989659065157805e-05,t_CD8_MAIT-KLRB1
88655,SMAP2,-5.7236915,-1.957828,2.775472589634571e-08,6.1540553729967346e-06,t_CD8_MAIT-KLRB1
88656,RPS12,-5.7441306,-0.44267854,2.1249472521423624e-08,4.959626886500274e-06,t_CD8_MAIT-KLRB1
88657,PIK3R1,-5.755487,-1.9081264,2.3860254262799246e-08,5.502012995991158e-06,t_CD8_MAIT-KLRB1
88658,RPL39,-5.8275013,-0.4890108,1.3526843806235326e-08,3.2250613732866226e-06,t_CD8_MAIT-KLRB1
88659,RPS14,-5.829863,-0.4808176,1.6123439069260444e-08,3.803244834922466e-06,t_CD8_MAIT-KLRB1
88660,RPS27,-5.8869596,-0.40512684,9.894521865805761e-09,2.410892673961661e-06,t_CD8_MAIT-KLRB1
88661,NDUFS5,-5.967945,-1.333087,6.295848857647621e-09,1.5980501889803485e-06,t_CD8_MAIT-KLRB1
88662,RPL18,-5.9730268,-0.5334397,7.609190386004387e-09,1.8746508714319474e-06,t_CD8_MAIT-KLRB1
88663,CD74,-5.9810433,-1.1399777,5.886481450502211e-09,1.517685502348669e-06,t_CD8_MAIT-KLRB1
88664,SAMSN1,-6.004617,-1.8042885,5.7372697433189775e-09,1.4966174355130786e-06,t_CD8_MAIT-KLRB1
88665,NSMCE3,-6.035962,-2.184997,5.406600544788323e-09,1.4404253609953947e-06,t_CD8_MAIT-KLRB1
88666,LITAF,-6.084519,-1.4551967,3.3616257569833073e-09,9.435104798682389e-07,t_CD8_MAIT-KLRB1
88667,RPS23,-6.110847,-0.51269263,3.230475191044374e-09,9.183246975772681e-07,t_CD8_MAIT-KLRB1
88668,CD5,-6.224678,-2.7615848,2.3050026364818536e-09,6.637509540092486e-07,t_CD8_MAIT-KLRB1
88669,BTG1,-6.261466,-0.8992336,1.3369322168104894e-09,4.0059186545052677e-07,t_CD8_MAIT-KLRB1
88670,RPL18A,-6.302237,-0.49922764,9.955886603320445e-10,3.109181319090482e-07,t_CD8_MAIT-KLRB1
88671,RPL29,-6.6481047,-0.63416404,1.788205969592572e-10,6.293633486313667e-08,t_CD8_MAIT-KLRB1
88672,RPS15A,-6.6880193,-0.49992424,1.250602548985096e-10,4.472517793330086e-08,t_CD8_MAIT-KLRB1
88673,TRGV9,-6.713038,-4.147059,2.1692842729034455e-10,7.515553153607516e-08,t_CD8_MAIT-KLRB1
88674,RGS1,-6.805044,-2.4252274,6.69770405622831e-11,2.517088000656785e-08,t_CD8_MAIT-KLRB1
88675,ZFP36L2,-6.9426026,-1.3138217,2.1145249547296643e-11,8.846294683249217e-09,t_CD8_MAIT-KLRB1
88676,ARID5B,-6.969106,-5.64655,6.407126953092652e-11,2.4494004470848855e-08,t_CD8_MAIT-KLRB1
88677,RPS15,-6.9884777,-0.52796715,1.7605971501700892e-11,7.654455021710076e-09,t_CD8_MAIT-KLRB1
88678,IFITM2,-7.0116315,-1.3174579,1.3723688221446884e-11,6.112463469047782e-09,t_CD8_MAIT-KLRB1
88679,S1PR4,-7.057367,-2.7795937,1.9108430185858427e-11,8.147908125212286e-09,t_CD8_MAIT-KLRB1
88680,RPS28,-7.0758343,-0.5570466,9.739609714962323e-12,4.594816302337438e-09,t_CD8_MAIT-KLRB1
88681,DUSP4,-7.111872,-3.042965,1.3783573420483882e-11,6.112463469047782e-09,t_CD8_MAIT-KLRB1
88682,LDHA,-7.1477203,-1.4911252,6.04662313235384e-12,2.9146037981235154e-09,t_CD8_MAIT-KLRB1
88683,RPL30,-7.234031,-0.4433838,3.740138267674408e-12,1.84289079575877e-09,t_CD8_MAIT-KLRB1
88684,RPL11,-7.4868417,-0.62762284,8.524088813179471e-13,4.6098688110884976e-10,t_CD8_MAIT-KLRB1
88685,RPL19,-7.6129537,-0.5805158,4.434562366088277e-13,2.458188783581884e-10,t_CD8_MAIT-KLRB1
88686,CXCR4,-7.7548203,-1.7336252,1.193879985854024e-13,7.154567817930074e-11,t_CD8_MAIT-KLRB1
88687,TRDV2,-7.815313,-5.0359197,3.6274055167233533e-13,2.0623195518540234e-10,t_CD8_MAIT-KLRB1
88688,CREM,-8.08936,-1.8911126,1.2695142957343898e-14,8.304271726010735e-12,t_CD8_MAIT-KLRB1
88689,LEPROTL1,-9.117034,-2.1259472,1.0177586014151141e-17,1.074607689008444e-14,t_CD8_MAIT-KLRB1
88690,FAM177A1,-10.8675785,-2.7029803,2.3357783823600573e-23,4.315934506005796e-20,t_CD8_MAIT-KLRB1
88691,FTH1,-11.561345,-1.9364754,3.8850810488345487e-26,8.614390209580845e-23,t_CD8_MAIT-KLRB1
133038,HSPA1A,56.75937,7.6493406,0.0,0.0,t_Tn-LEF1
133039,HSPA1B,52.45255,7.999887,7.189011e-317,5.31339793716e-313,t_Tn-LEF1
133040,DNAJB1,46.163986,4.2993565,1.146e-321,1.2707704e-317,t_Tn-LEF1
133041,DNAJA1,43.404984,3.8453827,1.0638568957990163e-295,5.8972247376378975e-292,t_Tn-LEF1
133042,DUSP1,43.07645,4.7713804,8.619081854241706e-272,3.185181699235022e-268,t_Tn-LEF1
133043,HSP90AA1,42.46352,3.2932851,1.4572848770000242e-291,6.462475515544308e-288,t_Tn-LEF1
133044,CRIP1,39.35157,3.557565,6.585205938785183e-258,2.0859110182954837e-254,t_Tn-LEF1
133045,KLF6,35.77037,4.1899996,1.2691445290790522e-207,2.345061803605819e-204,t_Tn-LEF1
133046,PPP1R15A,35.532528,4.6070347,1.5374855508904916e-200,2.6223590092226822e-197,t_Tn-LEF1
133047,JUN,34.14647,3.729132,4.7225127587086694e-200,7.479448242774809e-197,t_Tn-LEF1
133048,FOSB,33.691456,5.8406563,3.780853181176358e-178,4.4122556624328095e-175,t_Tn-LEF1
133049,FOS,33.507977,4.57245,6.130346058471406e-185,7.995774303205086e-182,t_Tn-LEF1
133050,UBB,31.955881,2.4467442,9.352800296180497e-186,1.2961227560450636e-182,t_Tn-LEF1
133051,S100A4,31.567448,3.3078294,1.3048809676952706e-177,1.4466562848353618e-174,t_Tn-LEF1
133052,HSP90AB1,31.48298,2.5288763,8.048758656814702e-181,9.914729205419577e-178,t_Tn-LEF1
133053,HSPA8,31.036854,2.1636856,1.481376948453153e-176,1.5641224322881791e-173,t_Tn-LEF1
133054,CCL5,29.87268,5.389688,2.1066889043090464e-150,1.3738709728013082e-147,t_Tn-LEF1
133055,DUSP2,29.227655,3.2956645,3.2950189998561077e-155,2.435348542793649e-152,t_Tn-LEF1
133056,UBE2S,28.25777,3.6175597,2.558144790317441e-143,1.4180436108927154e-140,t_Tn-LEF1
133057,ANXA1,28.22691,3.3853989,3.8964655385089017e-146,2.335035956361024e-143,t_Tn-LEF1
133058,MYADM,27.111395,3.4898891,3.7787590053655427e-134,1.7455504880410454e-131,t_Tn-LEF1
133059,UBC,26.071962,1.9428623,1.521189444775994e-131,6.745866711803623e-129,t_Tn-LEF1
133060,CLIC1,25.649084,3.0391698,7.298495219544809e-124,2.889813116124412e-121,t_Tn-LEF1
133061,HSPH1,25.392094,2.6578672,7.818690347754214e-124,3.0414705452763893e-121,t_Tn-LEF1
133062,AHNAK,25.317713,4.582562,6.220238817839063e-116,2.2986892551324254e-113,t_Tn-LEF1
133063,DYNLL1,24.202282,2.5789773,7.361523716188051e-114,2.5909057993498038e-111,t_Tn-LEF1
133064,GAPDH,24.108395,1.9935529,1.0289282438654295e-114,3.6797461211658337e-112,t_Tn-LEF1
133065,H3F3B,23.610281,1.5112896,1.4474103188339167e-110,4.937450615308375e-108,t_Tn-LEF1
133066,GZMK,23.476477,4.83445,2.4439254833956882e-102,7.322859424774675e-100,t_Tn-LEF1
133067,LMNA,23.434885,5.202688,4.612882692270374e-101,1.3637526391428134e-98,t_Tn-LEF1
133068,TAGAP,23.419651,3.0700414,1.2870010653934894e-105,4.0192499468971605e-103,t_Tn-LEF1
133069,MCL1,23.303492,2.6959693,6.410011505805841e-106,2.0304169302604705e-103,t_Tn-LEF1
133070,HSPE1,23.113232,2.0828574,3.197699920309425e-106,1.0275739178698679e-103,t_Tn-LEF1
133071,TUBB4B,22.415915,2.5390368,2.4798370379189795e-99,7.140964498932147e-97,t_Tn-LEF1
133072,CD99,21.970554,2.378054,3.004329337214676e-96,8.326874299257626e-94,t_Tn-LEF1
133073,GZMA,21.775816,5.7784595,3.385976340194238e-89,8.531506067173504e-87,t_Tn-LEF1
133074,S100A11,21.48826,2.5286658,4.429572254686145e-92,1.1692488762280462e-89,t_Tn-LEF1
133075,SERTAD1,21.088211,3.626405,2.2540833225249516e-86,5.374170915090941e-84,t_Tn-LEF1
133076,CST7,20.618523,3.8324387,7.39594659200473e-83,1.6906218946857825e-80,t_Tn-LEF1
133077,CITED2,20.290955,3.2665355,2.3947763201749234e-81,5.2573638957661957e-79,t_Tn-LEF1
133078,BRD2,20.285322,2.2532232,2.2285769442149434e-83,5.201498587797678e-81,t_Tn-LEF1
133079,NR4A1,20.04406,3.322193,2.1154271696572757e-79,4.598565356157919e-77,t_Tn-LEF1
133080,ZFP36,19.97411,1.8654029,8.257661285955983e-82,1.8494658958939595e-79,t_Tn-LEF1
133081,NR4A2,19.54776,2.093041,1.6163625622405817e-78,3.4132959135771825e-76,t_Tn-LEF1
133082,DUSP4,19.34071,5.38614,5.362926617292063e-73,1.1010386285668234e-70,t_Tn-LEF1
133083,NEU1,19.075203,4.0876,6.123729041722833e-72,1.245701321487343e-69,t_Tn-LEF1
133084,NKG7,18.919178,5.530313,3.789030511006321e-70,7.3696643439072946e-68,t_Tn-LEF1
133085,ZFAND2A,18.79413,3.5932367,1.1481694738391336e-70,2.2529523666756733e-68,t_Tn-LEF1
133086,DDX3X,18.554031,2.2489867,7.591012554365396e-71,1.502817155070928e-68,t_Tn-LEF1
133087,CD69,18.03172,2.1986473,2.22822725181584e-67,4.151805281891817e-65,t_Tn-LEF1
133088,HSPD1,17.877584,1.8408958,1.0974945975131892e-66,2.0111361744347058e-64,t_Tn-LEF1
133089,JUNB,17.744686,1.7513415,4.3552585912089414e-66,7.915503995317693e-64,t_Tn-LEF1
133090,ACTB,17.721518,0.8301275,5.56306218929706e-66,9.947562735748688e-64,t_Tn-LEF1
133091,TENT5C,17.648289,3.3812058,2.9666588066277563e-63,5.0992035441362204e-61,t_Tn-LEF1
133092,COTL1,17.580744,1.869005,1.007209258707518e-64,1.7724484835969679e-62,t_Tn-LEF1
133093,SH3BGRL3,17.458979,1.3525435,3.3076522533931836e-64,5.729732298006802e-62,t_Tn-LEF1
133094,CHORDC1,17.338135,2.5723865,3.670922673173676e-62,6.029286550539254e-60,t_Tn-LEF1
133095,HSPA5,17.329176,1.9830258,7.81916824100107e-63,1.3234688351734102e-60,t_Tn-LEF1
133096,SAMSN1,17.305573,2.2405016,1.9247808772307746e-62,3.2088846910404487e-60,t_Tn-LEF1
133097,HLA-DRB1,17.278875,3.5807467,7.278461351827647e-61,1.16104549319478e-58,t_Tn-LEF1
133098,B2M,17.267162,0.42806736,2.968876427882725e-62,4.912604256376393e-60,t_Tn-LEF1
133099,DDX5,17.248814,1.3961837,8.561142001091686e-63,1.4380772847742874e-60,t_Tn-LEF1
133100,NEAT1,16.783445,2.6942446,1.839691807542092e-58,2.893013223307149e-56,t_Tn-LEF1
133101,CSRNP1,16.726751,2.495521,2.1376622258098574e-58,3.337914403724082e-56,t_Tn-LEF1
133102,CDKN1A,16.724827,3.2404008,1.1816387096510104e-57,1.8069293178684036e-55,t_Tn-LEF1
133103,ANKRD37,16.721434,2.9928865,8.385978683926806e-58,1.2912660094354796e-55,t_Tn-LEF1
133104,LGALS1,16.58336,3.8471248,2.044667381389853e-56,3.042712070305853e-54,t_Tn-LEF1
133105,RGS2,16.431702,3.2909706,7.417480663588626e-56,1.0820249918009907e-53,t_Tn-LEF1
133106,CACYBP,16.274647,1.809683,3.732656945590627e-56,5.481073010237151e-54,t_Tn-LEF1
133107,IL32,16.263254,1.2561964,2.2133213795360224e-56,3.2717316632301484e-54,t_Tn-LEF1
133108,FLNA,16.262907,2.724432,3.452641020544501e-55,5.003621526047923e-53,t_Tn-LEF1
133109,LCP2,16.091328,2.4705074,1.981172649857166e-54,2.815932125979676e-52,t_Tn-LEF1
133110,MRPL18,15.99527,2.3313537,6.501675045931336e-54,9.18227011423156e-52,t_Tn-LEF1
133111,TNFAIP3,15.890134,1.6840038,7.471446372171216e-54,1.0485087367731163e-51,t_Tn-LEF1
133112,CD44,15.840332,1.699706,1.4577626983775195e-53,2.0328913403223108e-51,t_Tn-LEF1
133113,CD74,15.765354,1.4092308,3.313706811654732e-53,4.592176320926273e-51,t_Tn-LEF1
133114,BAG3,15.715258,3.9278572,3.6742320101605054e-51,5.028934960573388e-49,t_Tn-LEF1
133115,PLP2,15.694825,2.1662474,3.0819081996500395e-52,4.2444192863875977e-50,t_Tn-LEF1
133116,IER2,15.4057455,1.7623239,8.701830951728571e-51,1.1764981566626684e-48,t_Tn-LEF1
133117,ITGB1,15.337997,3.107853,1.911920994303095e-49,2.4937073062754428e-47,t_Tn-LEF1
133118,S100A10,15.311693,1.5281613,2.160574655563754e-50,2.885929026374405e-48,t_Tn-LEF1
133119,CD82,15.298891,3.0937574,3.216478274864773e-49,4.1707001630746557e-47,t_Tn-LEF1
133120,VIM,15.252369,1.2841567,4.0874408886288032e-50,5.4269956181776324e-48,t_Tn-LEF1
133121,TSC22D3,15.220971,1.4960829,8.636217739194818e-50,1.1330819877583829e-47,t_Tn-LEF1
133122,H2AFX,15.163319,2.7712092,1.308568951060921e-48,1.6675229512571151e-46,t_Tn-LEF1
133123,PNP,15.073893,3.1613777,7.997746471996451e-48,9.906929191261302e-46,t_Tn-LEF1
133124,ANXA2,15.057086,5.0570927,3.493800723214029e-47,4.2800023997693187e-45,t_Tn-LEF1
133125,TAGLN2,15.045055,1.4726515,8.062092274638734e-49,1.0332992601477725e-46,t_Tn-LEF1
133126,IER5,15.023672,2.977881,1.0900072781100912e-47,1.3427072987519473e-45,t_Tn-LEF1
133127,DDIT4,15.013475,2.1086116,3.1433406385076416e-48,3.960073407819882e-46,t_Tn-LEF1
133128,S100A6,14.988083,1.4641547,1.8434426843901315e-48,2.3356945509132793e-46,t_Tn-LEF1
133129,CXCR3,14.923029,3.022464,3.7190060026430884e-47,4.5308527525607255e-45,t_Tn-LEF1
133130,ODC1,14.724925,2.1380944,1.9184817337504982e-46,2.299378134186476e-44,t_Tn-LEF1
133131,AC020916.1,14.621088,4.8636904,8.566645863508425e-45,9.841877654485612e-43,t_Tn-LEF1
133132,SRSF7,14.594591,1.4474841,3.8444371114147755e-46,4.558433372802129e-44,t_Tn-LEF1
133133,TXNIP,14.532619,2.0511167,1.8206756724841933e-45,2.1247285097890537e-43,t_Tn-LEF1
133134,EGR1,14.494904,5.0206714,4.54123811903895e-44,5.0854986269419505e-42,t_Tn-LEF1
133135,HLA-A,14.4184,0.77755,3.4872295106742376e-45,4.048290049224077e-43,t_Tn-LEF1
133136,HLA-DPA1,14.394313,2.5193338,2.2652699749831537e-44,2.5626444466990546e-42,t_Tn-LEF1
133137,CYTOR,14.3699255,5.917758,2.6185898559219523e-43,2.8743560829384874e-41,t_Tn-LEF1
133138,EIF5,14.357583,1.5220916,9.851424547848192e-45,1.1259568891723607e-42,t_Tn-LEF1
133139,PHLDA1,14.345179,4.2501616,2.061911741186916e-43,2.2745656237481336e-41,t_Tn-LEF1
133140,CDC42EP3,14.323206,3.053136,1.0476775504758584e-43,1.1615077163350602e-41,t_Tn-LEF1
133141,CD2,14.301371,1.5689187,2.006035102830787e-44,2.2810162223111305e-42,t_Tn-LEF1
133142,ITGB2,14.211028,1.762775,8.828693629354271e-44,9.837116776063932e-42,t_Tn-LEF1
133143,TUBA1C,13.855193,2.9619434,3.553945316709694e-41,3.806842005188601e-39,t_Tn-LEF1
133144,ATP2B4,13.853797,3.6164303,5.763705278394353e-41,6.114767327169282e-39,t_Tn-LEF1
133145,SAT1,13.724743,1.7195098,4.79910913233076e-41,5.1158964803447084e-39,t_Tn-LEF1
133146,RGCC,13.656626,1.3402475,7.845424008133496e-41,8.244387987314881e-39,t_Tn-LEF1
133147,JUND,13.632717,1.7238265,1.5269425221800199e-40,1.589525659356694e-38,t_Tn-LEF1
133148,HERPUD1,13.572183,1.9516037,4.1973907734824434e-40,4.328778866066336e-38,t_Tn-LEF1
133149,DUSP5,13.533153,2.619779,1.3436144693072744e-39,1.3603636359794609e-37,t_Tn-LEF1
133150,IDS,13.527432,1.8112894,6.248605076781975e-40,6.414366683679941e-38,t_Tn-LEF1
133151,RSRP1,13.450607,1.6593224,1.3178966596745635e-39,1.3404459924295459e-37,t_Tn-LEF1
133152,ALOX5AP,13.432973,1.9434953,2.3113626775539884e-39,2.318997495448171e-37,t_Tn-LEF1
133153,CKS2,13.383453,2.5210867,7.193955401554509e-39,7.185205996336402e-37,t_Tn-LEF1
133154,HSPA6,13.293383,7.5627723,1.218986711678178e-37,1.2012707714684553e-35,t_Tn-LEF1
133155,SYNE2,12.999176,2.3142517,6.674308258506583e-37,6.490764781397653e-35,t_Tn-LEF1
133156,H2AFZ,12.959597,1.3887881,4.577599943694287e-37,4.4713270287019137e-35,t_Tn-LEF1
133157,EIF1,12.914019,0.6344257,7.384855118346576e-37,7.150410154545791e-35,t_Tn-LEF1
133158,ADGRE5,12.854935,1.9958881,2.8398048887247224e-36,2.725843887346029e-34,t_Tn-LEF1
133159,GATA3,12.8328495,3.2086825,9.049650434791363e-36,8.611926999597807e-34,t_Tn-LEF1
133160,ANXA5,12.819508,2.7032962,7.594530144645764e-36,7.258341245570281e-34,t_Tn-LEF1
133161,ID2,12.710034,2.7282765,2.841759899453338e-35,2.6699297563804603e-33,t_Tn-LEF1
133162,AHSA1,12.686113,1.8676609,1.8546216361778827e-35,1.7498947037860507e-33,t_Tn-LEF1
133163,SIT1,12.598912,2.5990343,9.075602247299596e-35,8.428497541984621e-33,t_Tn-LEF1
133164,SQSTM1,12.576882,1.5365512,5.614381895834358e-35,5.252645138241993e-33,t_Tn-LEF1
133165,NFATC2,12.527362,2.279951,1.7701206424462621e-34,1.6353702085400404e-32,t_Tn-LEF1
133166,TUBA4A,12.362754,1.4724833,6.004332682215809e-34,5.47876825361198e-32,t_Tn-LEF1
133167,ARL4A,12.346727,2.3430288,1.3678775430877133e-33,1.2379570923626068e-31,t_Tn-LEF1
133168,KLRB1,12.282413,2.6822822,3.251870567590864e-33,2.8841490438076893e-31,t_Tn-LEF1
133169,SLC9A3R1,12.268629,1.7248386,2.0666670565376978e-33,1.847750348572999e-31,t_Tn-LEF1
133170,TGFB1,12.267811,1.3774198,1.7095328637342656e-33,1.5346345015214524e-31,t_Tn-LEF1
133171,DEDD2,12.239131,2.4974668,5.0399809486456494e-33,4.452250899375298e-31,t_Tn-LEF1
133172,OASL,12.204399,3.3016543,1.2379164469345572e-32,1.0892191022968228e-30,t_Tn-LEF1
133173,RGS16,12.169882,5.055475,2.927697218823095e-32,2.555741355628523e-30,t_Tn-LEF1
133174,CKLF,12.103827,2.2379646,2.0522960565856595e-32,1.7986387534653685e-30,t_Tn-LEF1
133175,STOM,12.030943,2.977938,6.910358612707291e-32,6.00876005959054e-30,t_Tn-LEF1
133176,SLC1A5,12.029446,4.6222453,1.2501235347099707e-31,1.0785598885262328e-29,t_Tn-LEF1
133177,SNHG12,11.947428,1.778915,8.56761137226571e-32,7.420689334267484e-30,t_Tn-LEF1
133178,CCL4,11.934276,5.498825,4.359285093005008e-31,3.7176318602769254e-29,t_Tn-LEF1
133179,FABP5,11.880794,2.7276866,3.365674091869325e-31,2.892522931744905e-29,t_Tn-LEF1
133180,DNAJB4,11.880735,3.160048,4.065879196122609e-31,3.480800749638093e-29,t_Tn-LEF1
