,names,scores,logfoldchanges,pvals,pvals_adj,celltype
0,HSPA1B,30.494066,3.594083,3.727027428855621e-158,8.263937918001567e-154,t_Bmem-CD27
1,PPP1R15A,26.72746,2.9656534,5.198376335478432e-128,5.763179924328163e-124,t_Bmem-CD27
2,HSPA1A,25.321482,3.1761937,1.615384547868893e-117,1.1939307193298989e-113,t_Bmem-CD27
3,DNAJB1,25.240948,2.9415345,8.374333477926332e-117,4.642102405151514e-113,t_Bmem-CD27
4,IER5,19.95098,2.7567046,8.577210699023832e-77,3.803649856589109e-73,t_Bmem-CD27
5,TNF,19.359869,4.206881,5.92075956477493e-70,1.6410125228719314e-66,t_Bmem-CD27
6,FOSB,19.28926,2.411923,1.4468804786228242e-73,5.346946808750647e-70,t_Bmem-CD27
7,HSP90AB1,18.942038,1.6219102,1.6947286183777598e-71,5.368173950755724e-68,t_Bmem-CD27
8,UBC,18.708052,1.7223563,1.4634298950006666e-69,3.6054034513166425e-66,t_Bmem-CD27
9,AHNAK,17.969694,3.0956454,2.615165731944735e-63,5.271460888582781e-60,t_Bmem-CD27
10,CD82,17.693459,2.1121073,1.8376327020613048e-63,4.0745829902805313e-60,t_Bmem-CD27
11,EGR1,17.581333,3.0178044,2.0440308743164626e-61,3.776858048018244e-58,t_Bmem-CD27
12,JUN,17.30297,2.18078,4.0244483546891376e-61,6.864161028347864e-58,t_Bmem-CD27
13,CITED2,16.521887,3.653571,8.358382265402915e-54,1.0296133887265491e-50,t_Bmem-CD27
14,DDX5,16.431326,1.5412838,1.2290899380313601e-55,1.8168407463979562e-52,t_Bmem-CD27
15,DNAJA1,16.365976,1.6842866,2.2057401475641053e-55,3.0567422682461816e-52,t_Bmem-CD27
16,DDX3X,16.10697,2.05729,1.2757709439830811e-53,1.4888246916282557e-50,t_Bmem-CD27
17,BRD2,15.885754,1.9086943,1.9148568529270257e-52,2.0218152857119496e-49,t_Bmem-CD27
18,ITGB1,15.885702,2.5790966,1.371456650260888e-51,1.3221438394015074e-48,t_Bmem-CD27
19,NFKBIA,15.742135,1.9551942,1.3441248198845975e-51,1.3221438394015074e-48,t_Bmem-CD27
20,IER2,15.528808,1.6840854,1.9497631389685732e-50,1.8013374200145907e-47,t_Bmem-CD27
21,LGALS1,15.384699,2.2952852,3.2888321993746063e-49,2.80474139833589e-46,t_Bmem-CD27
22,SWAP70,15.255456,2.12508,1.5746227912696483e-48,1.2931152278082191e-45,t_Bmem-CD27
23,CD24,15.199761,2.0350115,2.55462659660593e-48,2.0229905545194032e-45,t_Bmem-CD27
24,CRIP1,14.94469,1.7729095,4.359968408560029e-47,3.222452650766717e-44,t_Bmem-CD27
25,ZFAND2A,14.739424,2.3012135,2.3723314086951623e-45,1.5939910401514495e-42,t_Bmem-CD27
26,RALGPS2,14.676594,1.941872,2.1895042494160865e-45,1.517121178821965e-42,t_Bmem-CD27
27,KLF6,14.535305,1.7611043,9.117004629334e-45,5.945627754300669e-42,t_Bmem-CD27
28,RSRP1,14.498229,1.8215858,1.6642777997909703e-44,1.0250564348545885e-41,t_Bmem-CD27
29,FOS,14.48409,2.1438596,1.841850661228425e-44,1.1037663435518342e-41,t_Bmem-CD27
30,TXNIP,14.305663,2.1416538,3.505666408870874e-43,2.045556349576155e-40,t_Bmem-CD27
31,S100A4,14.289549,2.0669208,3.671100812546833e-43,2.087162008117973e-40,t_Bmem-CD27
32,SERTAD1,14.156919,2.2136614,2.2960486220219058e-42,1.2417142950266272e-39,t_Bmem-CD27
33,HSPH1,14.094018,1.6340748,2.259945182081532e-42,1.2417142950266272e-39,t_Bmem-CD27
34,HSP90AA1,14.085383,1.3179464,2.932161948044133e-42,1.5119727179995944e-39,t_Bmem-CD27
35,DUSP1,14.081091,1.7562643,2.630632953967214e-42,1.3887862973408341e-39,t_Bmem-CD27
36,TUBB4B,14.044503,1.8751782,6.538562991668216e-42,3.2949899366877126e-39,t_Bmem-CD27
37,BAG3,13.987594,2.7220852,8.011644657173655e-41,3.700879103823155e-38,t_Bmem-CD27
38,LTB,13.922207,1.5317769,1.8644600340398595e-41,8.987102681470828e-39,t_Bmem-CD27
39,FUS,13.8710165,1.546881,3.5161767841348704e-41,1.658812507119627e-38,t_Bmem-CD27
40,HSPB1,13.8204365,2.0467134,1.2578487651079277e-40,5.691894014028181e-38,t_Bmem-CD27
41,WSB1,13.607124,1.635583,9.452591196384295e-40,4.109653031322137e-37,t_Bmem-CD27
42,DYNLL1,13.520625,1.5906938,2.6253602202681545e-39,1.1194636954616497e-36,t_Bmem-CD27
43,SLC38A2,13.486799,2.4275856,1.3806905062751401e-38,5.776235961441261e-36,t_Bmem-CD27
44,KIAA1551,13.345351,2.0193746,4.043473423824821e-38,1.6009988611869243e-35,t_Bmem-CD27
45,IGHG2,13.303448,3.4239116,6.2573973096816e-37,2.237826944315647e-34,t_Bmem-CD27
46,HSPA8,13.207197,1.161548,1.3737303106570433e-37,5.251676237620452e-35,t_Bmem-CD27
47,EIF5,13.083561,1.4291494,4.609368549072349e-37,1.6754676858783804e-34,t_Bmem-CD27
48,CHORDC1,12.786728,1.6792396,1.8229884982938796e-35,6.218634457333877e-33,t_Bmem-CD27
49,GADD45B,12.739346,1.8809217,4.134891615271149e-35,1.3891356331122301e-32,t_Bmem-CD27
50,IGHA1,12.381885,2.4595077,4.5996195553777765e-33,1.3782076270458302e-30,t_Bmem-CD27
51,CCNL1,12.37997,1.6527507,1.873815554076896e-33,5.770571150075974e-31,t_Bmem-CD27
52,H2AFX,12.293865,2.2464323,1.0610678032044303e-32,3.0956653158489252e-30,t_Bmem-CD27
53,VIM,12.265164,1.4376018,5.6553619058219004e-33,1.671951193837187e-30,t_Bmem-CD27
54,NEU1,12.235146,2.435698,2.4754460840721845e-32,6.947856458497791e-30,t_Bmem-CD27
55,TAGAP,12.177127,1.5997022,1.725065385964972e-32,4.96751620818199e-30,t_Bmem-CD27
56,UBE2S,12.170927,1.7736205,2.2515044598367835e-32,6.400334408712949e-30,t_Bmem-CD27
57,CDC42EP3,12.149531,2.1940396,4.3465045060975374e-32,1.1898153631321075e-29,t_Bmem-CD27
58,SNHG12,12.125838,1.9958967,4.616818741348017e-32,1.2483990481940193e-29,t_Bmem-CD27
59,NEAT1,11.893773,1.7952031,4.953358970783831e-31,1.3075098626094033e-28,t_Bmem-CD27
60,EIF4G2,11.778405,1.4682761,1.2573517230129125e-30,3.2799129122782717e-28,t_Bmem-CD27
61,ZC3H12A,11.725982,2.512121,5.293645326938771e-30,1.3491494003932574e-27,t_Bmem-CD27
62,EIF4A2,11.620403,1.3244555,6.51051265957643e-30,1.6404272409180474e-27,t_Bmem-CD27
63,HLA-B,11.602229,0.97804487,7.893585340529772e-30,1.9665670534333328e-27,t_Bmem-CD27
64,BANK1,11.589294,1.2189133,9.220516333264791e-30,2.2716278739720022e-27,t_Bmem-CD27
65,RIPOR2,11.573799,1.5823146,1.2104785608613462e-29,2.949444080217432e-27,t_Bmem-CD27
66,UBB,11.552038,0.9848792,1.488228973121142e-29,3.58679358924077e-27,t_Bmem-CD27
67,MYC,11.541913,3.1122541,6.09022759973771e-29,1.3921506862781884e-26,t_Bmem-CD27
68,PARP15,11.523397,1.8270413,2.5220769961453368e-29,5.949150344205378e-27,t_Bmem-CD27
69,BHLHE40,11.387679,2.4771132,1.8629543904723317e-28,4.215029357137042e-26,t_Bmem-CD27
70,RSRC2,11.302853,1.4686042,2.05857970801566e-28,4.610594733922346e-26,t_Bmem-CD27
71,TRA2B,11.016536,1.4204918,3.858475672857164e-27,8.306211756724457e-25,t_Bmem-CD27
72,CD69,10.959457,1.4568999,6.687880831253093e-27,1.4258690545324503e-24,t_Bmem-CD27
73,ZFP36L1,10.93869,1.2197046,8.062557629368139e-27,1.7025818125331403e-24,t_Bmem-CD27
74,ATF7IP,10.923887,1.8694069,1.3568201382469047e-26,2.8381861250328884e-24,t_Bmem-CD27
75,RBM39,10.831583,1.2068154,2.3934057406307173e-26,4.8687142648628346e-24,t_Bmem-CD27
76,MALAT1,10.830271,0.68474007,2.424484951222089e-26,4.887100438495216e-24,t_Bmem-CD27
77,SQSTM1,10.81929,1.3566133,2.926239336543456e-26,5.845360793619644e-24,t_Bmem-CD27
78,S100A10,10.730985,1.5835875,7.834814303938947e-26,1.5373569695684805e-23,t_Bmem-CD27
79,S100A6,10.707779,1.4986198,9.169039975211899e-26,1.7833782751787145e-23,t_Bmem-CD27
80,MARCKS,10.689558,1.9777286,1.5543590286996038e-25,2.8962019112064134e-23,t_Bmem-CD27
81,UVRAG,10.689169,1.6095454,1.151058843949398e-25,2.2002092885250003e-23,t_Bmem-CD27
82,AIM2,10.6770735,1.8581971,1.5789301767384431e-25,2.917468234068458e-23,t_Bmem-CD27
83,SRRM2,10.5827675,1.2982484,2.9528086577411477e-25,5.366608718696268e-23,t_Bmem-CD27
84,PLEK,10.580618,1.8481263,4.243928523107931e-25,7.650457491290419e-23,t_Bmem-CD27
85,GLS,10.538547,1.9158536,6.218826757087566e-25,1.112016497458892e-22,t_Bmem-CD27
86,MCL1,10.44194,1.2624595,1.1565478134930729e-24,2.035248783220786e-22,t_Bmem-CD27
87,CD70,10.389224,1.9080288,2.7433712901905935e-24,4.7896670564878765e-22,t_Bmem-CD27
88,ARL6IP5,10.348383,1.4064053,3.0585298260521337e-24,5.298186080707341e-22,t_Bmem-CD27
89,HNRNPA2B1,10.332242,0.99781305,3.406751787328814e-24,5.855651734917969e-22,t_Bmem-CD27
90,ODC1,10.301718,1.3418393,4.764913110190546e-24,8.127109107096537e-22,t_Bmem-CD27
91,TNFAIP3,10.282856,2.2157485,9.117705354756983e-24,1.5315672790229287e-21,t_Bmem-CD27
92,POU2F2,10.179782,1.2330837,1.4787402056122637e-23,2.465271171356445e-21,t_Bmem-CD27
93,BCLAF1,10.017843,1.4355876,7.470403823089802e-23,1.2361288355923148e-20,t_Bmem-CD27
94,UBE2J1,9.987853,1.5491191,1.0538677350512651e-22,1.7309192066142002e-20,t_Bmem-CD27
95,PARP14,9.974005,1.5329541,1.1842592164502168e-22,1.930777912231666e-20,t_Bmem-CD27
96,SON,9.94217,1.1115094,1.40430814062498e-22,2.2728265986918016e-20,t_Bmem-CD27
97,FLNA,9.9065895,1.724627,2.408731905051967e-22,3.8423606137206665e-20,t_Bmem-CD27
98,MS4A1,9.90592,0.8727856,2.2026621350979958e-22,3.5391034435889755e-20,t_Bmem-CD27
99,SRSF7,9.864028,1.0645058,2.9239308043633057e-22,4.630879837510541e-20,t_Bmem-CD27
100,HSPA6,9.826428,3.095674,1.0418891237085557e-21,1.5932281062061935e-19,t_Bmem-CD27
101,HSPA5,9.81043,1.3737097,5.116208479439415e-22,7.988851451733108e-20,t_Bmem-CD27
102,RBM25,9.7563925,1.3522552,8.207640582498955e-22,1.272643458991254e-19,t_Bmem-CD27
103,DOCK10,9.715909,1.8868866,1.5061004183646434e-21,2.226317638426616e-19,t_Bmem-CD27
104,SRSF3,9.713409,1.1800302,1.1961499155810544e-21,1.804233474706035e-19,t_Bmem-CD27
105,CCDC50,9.711025,1.3237034,1.2618247706312349e-21,1.8904351783247548e-19,t_Bmem-CD27
106,ATP2B1,9.682524,1.3935692,1.6824961901008386e-21,2.4705952333182714e-19,t_Bmem-CD27
107,ATF3,9.643097,2.183421,3.691412089331241e-21,5.314914302385818e-19,t_Bmem-CD27
108,CD79B,9.623942,1.2839643,2.729414757989236e-21,3.9555106816271455e-19,t_Bmem-CD27
109,MIR155HG,9.520785,2.1977,1.1395452551871213e-20,1.6196882655938489e-18,t_Bmem-CD27
110,ARID5B,9.4011755,1.366346,2.1948558115961035e-20,3.0801606272481266e-18,t_Bmem-CD27
111,SRSF2,9.401116,1.1656877,2.034846459667162e-20,2.8737993981019093e-18,t_Bmem-CD27
112,TFRC,9.392888,3.3918447,4.829774443615814e-20,6.451240285439364e-18,t_Bmem-CD27
113,KLF10,9.389517,1.8838329,2.851494330525767e-20,3.95163648692174e-18,t_Bmem-CD27
114,IGLV3-9,9.383123,3.364973,4.631380578619483e-20,6.223733428468472e-18,t_Bmem-CD27
115,NUFIP2,9.347149,2.0750186,4.3984573998297875e-20,5.946768044294261e-18,t_Bmem-CD27
116,TCF4,9.329388,1.2321138,3.929476199793498e-20,5.365516955659171e-18,t_Bmem-CD27
117,LCP1,9.328138,1.2209864,3.944343407623889e-20,5.365516955659171e-18,t_Bmem-CD27
118,ITGA4,9.297166,1.5221772,5.676652814690626e-20,7.537031308990135e-18,t_Bmem-CD27
119,ITSN2,9.285218,1.2749535,5.869852211340665e-20,7.747156731074795e-18,t_Bmem-CD27
120,IKZF3,9.27121,1.6139872,7.23859285087637e-20,9.497119484170517e-18,t_Bmem-CD27
121,FCRL2,9.263287,2.3411045,1.0578023834127818e-19,1.3716170904919071e-17,t_Bmem-CD27
122,DEDD2,9.260993,1.503326,7.909290662049485e-20,1.0316041285271954e-17,t_Bmem-CD27
123,ACTG1,9.21892,0.9127311,1.072414945881366e-19,1.3824800345946238e-17,t_Bmem-CD27
124,LMNA,9.190474,1.6755567,1.5804609785718538e-19,2.0139977745904436e-17,t_Bmem-CD27
125,TAPBP,9.168712,1.2406105,1.620232721845954e-19,2.0528811509423052e-17,t_Bmem-CD27
126,NUDT4,9.162897,1.6762853,1.96906175730723e-19,2.4806821786802958e-17,t_Bmem-CD27
127,MT-ND1,9.125733,0.6868537,2.4019172266089887e-19,2.992006217168601e-17,t_Bmem-CD27
128,PPP1R10,9.113939,1.5918007,2.9469696304331675e-19,3.650455732714783e-17,t_Bmem-CD27
129,ATF4,9.070624,1.3701442,3.955774619900189e-19,4.872855035947049e-17,t_Bmem-CD27
130,DDX17,9.033712,1.1945027,5.217671560205264e-19,6.391791795824935e-17,t_Bmem-CD27
131,AKAP13,9.011525,1.31538,6.571592196961405e-19,7.919125749088329e-17,t_Bmem-CD27
132,SF3B1,9.011476,1.3192366,6.527715731914691e-19,7.909237208947784e-17,t_Bmem-CD27
133,NFKBID,9.000349,1.3565114,7.291409522006146e-19,8.739049909807691e-17,t_Bmem-CD27
134,ANXA2,8.999086,1.9537076,9.098714024695093e-19,1.0788544709602368e-16,t_Bmem-CD27
135,COCH,8.989952,3.3052151,1.3990370055881698e-18,1.615669141922213e-16,t_Bmem-CD27
136,SRSF5,8.981014,1.2073735,8.317559739754756e-19,9.915336134923776e-17,t_Bmem-CD27
137,MTSS1,8.977059,1.7457746,9.899996435356468e-19,1.1676203242614837e-16,t_Bmem-CD27
138,SGK1,8.938877,1.8163558,1.432990170112352e-18,1.6463052353316674e-16,t_Bmem-CD27
139,ANKRD12,8.922947,1.159677,1.3560229541835357e-18,1.5824787875321862e-16,t_Bmem-CD27
140,CDK14,8.882002,2.4612,2.758444011951723e-18,3.1047197501018043e-16,t_Bmem-CD27
141,MT-ATP6,8.8773365,0.8064468,1.9797694293773264e-18,2.26275399781358e-16,t_Bmem-CD27
142,NASP,8.86609,1.3781246,2.3467180868427485e-18,2.654784700998177e-16,t_Bmem-CD27
143,CHD2,8.834063,1.3680855,3.0382347290596246e-18,3.402362557951467e-16,t_Bmem-CD27
144,CTSH,8.825747,1.1575067,3.10177166426537e-18,3.4560594528520625e-16,t_Bmem-CD27
145,DNAJB4,8.82466,1.9991406,3.934117179617552e-18,4.3398597126198996e-16,t_Bmem-CD27
146,MRPL18,8.813872,1.1552464,3.4358434122720647e-18,3.8091477990154246e-16,t_Bmem-CD27
147,XIST,8.772108,1.9539454,5.89461863912657e-18,6.406930347321247e-16,t_Bmem-CD27
148,IDS,8.769774,1.154306,4.951534420221336e-18,5.435166965325133e-16,t_Bmem-CD27
149,SFPQ,8.712318,0.9352892,7.945831364389836e-18,8.552568875855138e-16,t_Bmem-CD27
150,POU2AF1,8.706938,1.2621229,8.571894834504942e-18,9.181865901713917e-16,t_Bmem-CD27
151,IGLC2,8.705063,1.9785109,9.82003168124136e-18,1.0468248195584839e-15,t_Bmem-CD27
152,SLC4A7,8.695652,2.1190643,1.2166646529212992e-17,1.29077059087196e-15,t_Bmem-CD27
153,SLC1A5,8.690724,2.2347333,1.2312920020673106e-17,1.3000684553256417e-15,t_Bmem-CD27
154,LRIF1,8.662769,1.4440491,1.3169576741847545e-17,1.377401061778234e-15,t_Bmem-CD27
155,CD44,8.660616,1.1233816,1.2414158760938394e-17,1.304545697660128e-15,t_Bmem-CD27
156,RNF19A,8.637724,1.6528338,1.6858679997121417e-17,1.746764072785856e-15,t_Bmem-CD27
157,IRF4,8.584642,2.196818,3.102928675725164e-17,3.1705639413296803e-15,t_Bmem-CD27
158,RIOK3,8.584291,1.833558,2.7410542515392805e-17,2.8137683296009475e-15,t_Bmem-CD27
159,ZNF267,8.570511,2.001737,3.316791006345361e-17,3.358137305191584e-15,t_Bmem-CD27
160,LINC00926,8.511829,1.591402,4.60457092305179e-17,4.6407795944012425e-15,t_Bmem-CD27
161,TRAF5,8.509592,1.765513,4.883414479468039e-17,4.899545215078951e-15,t_Bmem-CD27
162,CCNT2,8.477593,2.0926664,7.104158412895104e-17,7.000911310627696e-15,t_Bmem-CD27
163,MARCH1,8.4711485,1.502961,6.378869108992099e-17,6.371111024940622e-15,t_Bmem-CD27
164,FCHSD2,8.467381,1.4004902,6.498961857974158e-17,6.461949833043095e-15,t_Bmem-CD27
165,PDCD6IP,8.457703,1.4206374,7.050264675189663e-17,6.978817796561625e-15,t_Bmem-CD27
166,BCL2,8.439451,1.5159094,8.212311787901723e-17,8.05714996783827e-15,t_Bmem-CD27
167,NEK6,8.436943,1.661933,8.902435662234436e-17,8.65761868152299e-15,t_Bmem-CD27
168,CPNE5,8.432646,1.4353756,8.67285706322016e-17,8.471509236245843e-15,t_Bmem-CD27
169,UGCG,8.420021,1.5478448,1.0029021204243719e-16,9.710632627148295e-15,t_Bmem-CD27
170,CD53,8.397471,0.90200084,1.0714933418950983e-16,1.0329661682539136e-14,t_Bmem-CD27
171,CTSZ,8.380543,1.1338923,1.2413061734176902e-16,1.1914927178870322e-14,t_Bmem-CD27
172,PLK2,8.371266,2.7032955,1.8976122383698848e-16,1.8038438324024492e-14,t_Bmem-CD27
173,CD99,8.327199,1.0574639,1.903664171660006e-16,1.8038438324024492e-14,t_Bmem-CD27
174,MDFIC,8.32354,2.1157918,2.539778838204463e-16,2.376139923185973e-14,t_Bmem-CD27
175,RND1,8.322449,5.537803,4.010580900632054e-16,3.629657563661818e-14,t_Bmem-CD27
176,MT-ND5,8.319432,0.7098079,2.0320967614921795e-16,1.9092237920578855e-14,t_Bmem-CD27
177,TNFSF9,8.3008375,2.0855231,2.946643976133075e-16,2.7223307034499444e-14,t_Bmem-CD27
178,ICAM1,8.29711,1.7905607,2.8051358886028087e-16,2.6024384124682043e-14,t_Bmem-CD27
179,CYBB,8.254724,1.3080223,3.548073839555408e-16,3.250886001837275e-14,t_Bmem-CD27
180,PNN,8.251435,1.3986183,3.718517290017685e-16,3.379126388178776e-14,t_Bmem-CD27
181,ZFP36,8.244766,0.8549251,3.656084264553519e-16,3.336064049298155e-14,t_Bmem-CD27
182,EGR2,8.238672,1.8845737,4.754215689300451e-16,4.267822853395098e-14,t_Bmem-CD27
183,ZC3HAV1,8.233433,1.2428932,4.1322354411556933e-16,3.724555139705089e-14,t_Bmem-CD27
184,ATP1A1,8.209801,1.531215,5.234264126264191e-16,4.679812035147415e-14,t_Bmem-CD27
185,ZNF296,8.207986,1.5772974,5.3920790365737375e-16,4.801548934857409e-14,t_Bmem-CD27
186,AC020916.1,8.200368,2.0361998,6.251407619214497e-16,5.544498445633722e-14,t_Bmem-CD27
187,PNP,8.125009,1.5546476,1.0594309770304976e-15,9.321731370514771e-14,t_Bmem-CD27
188,CCND2,8.124882,2.0479777,1.175684428056836e-15,1.0263169615474103e-13,t_Bmem-CD27
189,PRRC2C,8.102636,0.9842126,1.1307667039582593e-15,9.910075148959084e-14,t_Bmem-CD27
190,KCNN4,8.080699,2.4930818,1.826324982305545e-15,1.563517522496558e-13,t_Bmem-CD27
191,MATR3.1,8.071845,1.2764523,1.4941497445953012e-15,1.2941321205824848e-13,t_Bmem-CD27
192,TRAF1,8.07034,3.1864293,2.361310251011152e-15,1.9907730872878431e-13,t_Bmem-CD27
193,CD180,8.066646,2.1148999,1.8057652562397937e-15,1.551908256845153e-13,t_Bmem-CD27
194,HSP90B1,8.033076,1.1570736,1.9796860053023376e-15,1.6882914536757207e-13,t_Bmem-CD27
195,VOPP1,8.0026655,1.19035,2.5438944994505426e-15,2.1285197258987502e-13,t_Bmem-CD27
196,EPC1,8.001126,1.050624,2.5115550373900713e-15,2.1094208274261381e-13,t_Bmem-CD27
197,VCP,7.9881277,1.1076674,2.7890978596084685e-15,2.324912287259345e-13,t_Bmem-CD27
198,CLK1,7.968741,1.0973564,3.2392443242104336e-15,2.6900286292403725e-13,t_Bmem-CD27
199,TLR10,7.937257,1.7297109,4.588063447450436e-15,3.7678196600117973e-13,t_Bmem-CD27
200,IKZF1,7.936757,1.4759591,4.365627702409469e-15,3.5984781801310464e-13,t_Bmem-CD27
201,MIR29B2CHG,7.9328337,1.983761,4.943011809535056e-15,4.0443321347904354e-13,t_Bmem-CD27
202,CD80,7.912837,3.5328126,7.883105967650205e-15,6.264950129774481e-13,t_Bmem-CD27
203,IGLC3,7.898416,2.1296558,6.702792984749631e-15,5.443993730800497e-13,t_Bmem-CD27
204,EP300,7.8815513,1.9201984,7.463398436582371e-15,5.974221427232524e-13,t_Bmem-CD27
205,COTL1,7.8793697,0.9081224,6.415615719783273e-15,5.229906152748327e-13,t_Bmem-CD27
206,SINHCAF,7.876395,1.5918654,7.0749003185209085e-15,5.683759592846526e-13,t_Bmem-CD27
207,PRDM2,7.875685,1.2212859,6.892838759756072e-15,5.577916562776327e-13,t_Bmem-CD27
208,IGHA2,7.861279,3.962011,1.168502625711584e-14,9.122960816867237e-13,t_Bmem-CD27
209,CDKN1A,7.8540645,1.0095482,7.79982136953656e-15,6.221058964990437e-13,t_Bmem-CD27
210,NCOA3,7.853605,1.2821631,8.101661049663839e-15,6.415647516221296e-13,t_Bmem-CD27
211,HLA-DRA,7.8468733,0.38051113,8.67175661593427e-15,6.842664037192547e-13,t_Bmem-CD27
212,CDC42,7.7882266,0.9260689,1.2831942638854179e-14,9.98325137302855e-13,t_Bmem-CD27
213,EML4,7.785177,1.060845,1.3261227800968544e-14,1.0281160980100543e-12,t_Bmem-CD27
214,TRA2A,7.773163,1.1753639,1.4691894813697807e-14,1.1233220127728327e-12,t_Bmem-CD27
215,MBNL1,7.7502246,1.0341203,1.724129219689587e-14,1.3137153672913132e-12,t_Bmem-CD27
216,ANKRD33B,7.7224946,1.8338135,2.4404069110496897e-14,1.8531213163939992e-12,t_Bmem-CD27
217,ASH1L,7.710014,1.638626,2.5737976890106233e-14,1.9477411658168107e-12,t_Bmem-CD27
218,LINC01781,7.7047553,1.8922353,2.7488461434751084e-14,2.0661073064160535e-12,t_Bmem-CD27
219,CAPG,7.694819,1.1014227,2.6266873309272094e-14,1.981004700294184e-12,t_Bmem-CD27
220,PLEKHF2,7.6785464,1.6479244,3.178091157631225e-14,2.3806694337215253e-12,t_Bmem-CD27
221,GOLGB1,7.676404,1.5433738,3.301080607797292e-14,2.464473411336342e-12,t_Bmem-CD27
222,ST8SIA4,7.6568637,1.5529364,3.7424954748453005e-14,2.784642690058552e-12,t_Bmem-CD27
223,PUM1,7.6490107,1.8833585,4.2042636085407284e-14,3.1073712330724526e-12,t_Bmem-CD27
224,ADAM17,7.6389556,2.3703678,4.897853896730097e-14,3.5723721859275144e-12,t_Bmem-CD27
225,LSP1,7.638625,0.85661525,3.9583850759071966e-14,2.9354271668257617e-12,t_Bmem-CD27
226,KDM2A,7.628905,1.7861156,4.812295170364922e-14,3.5215518419967468e-12,t_Bmem-CD27
227,MAT2A,7.6195974,1.2304049,4.726276646072479e-14,3.479116218938008e-12,t_Bmem-CD27
228,HSPD1,7.6147738,0.89075744,4.738614973703506e-14,3.479116218938008e-12,t_Bmem-CD27
229,INTS6,7.5964823,1.5676147,5.897969212866628e-14,4.287726929734155e-12,t_Bmem-CD27
230,IFNGR2,7.573227,1.3149304,6.67868130306471e-14,4.823661255141818e-12,t_Bmem-CD27
231,PNRC1,7.564446,0.7080372,6.91462731510856e-14,4.977858164217601e-12,t_Bmem-CD27
232,BTG2,7.508392,0.87931734,1.0385021190388516e-13,7.427970156596276e-12,t_Bmem-CD27
233,ABHD5,7.5078015,1.9481276,1.1790476315377975e-13,8.35240355721648e-12,t_Bmem-CD27
234,ELOVL5,7.4933305,0.9951338,1.1650380544697457e-13,8.279611789024895e-12,t_Bmem-CD27
235,CAPN2,7.4836555,1.6366677,1.3406454467840029e-13,9.407003636563828e-12,t_Bmem-CD27
236,MYLIP,7.4797935,1.4151549,1.3305623528654181e-13,9.36589176193172e-12,t_Bmem-CD27
237,HNRNPH3,7.453075,1.182122,1.594270019998547e-13,1.1151340426948827e-11,t_Bmem-CD27
238,IVNS1ABP,7.4492984,1.216551,1.6587183685558206e-13,1.1565648549052896e-11,t_Bmem-CD27
239,PELI1,7.447652,1.88104,1.8352996883377487e-13,1.2716906246722782e-11,t_Bmem-CD27
240,IGLV2-23,7.435136,1.7796323,1.9000365423123693e-13,1.3124458022645533e-11,t_Bmem-CD27
241,ZBTB20,7.434823,1.2596754,1.8163742530755884e-13,1.2625224549669286e-11,t_Bmem-CD27
242,EPS15,7.400857,1.446891,2.389211591539031e-13,1.6452170378631968e-11,t_Bmem-CD27
243,NKTR,7.3931274,1.4325914,2.537723485937634e-13,1.7420725341701288e-11,t_Bmem-CD27
244,HDAC9,7.35329,1.5672563,3.4442998736098723e-13,2.342652180906494e-11,t_Bmem-CD27
245,SPTAN1,7.3502197,1.3712703,3.435894887924137e-13,2.342652180906494e-11,t_Bmem-CD27
246,ZNF800,7.341634,1.5474137,3.726807152933892e-13,2.5270487768196693e-11,t_Bmem-CD27
247,MTDH,7.3139405,0.92932796,4.28180158795541e-13,2.894523982004125e-11,t_Bmem-CD27
248,AKAP2,7.3078475,1.5676169,4.797877918641068e-13,3.2139984015114324e-11,t_Bmem-CD27
249,TAF7,7.3025317,1.1709824,4.73049521855543e-13,3.186808211744041e-11,t_Bmem-CD27
250,ZBTB38,7.281826,1.7386369,5.967501299984393e-13,3.973495685422041e-11,t_Bmem-CD27
251,IGLV2-14,7.268902,1.4678682,6.120852472089269e-13,4.051273488466727e-11,t_Bmem-CD27
252,HEXIM1,7.2685986,2.2658412,6.923964170823329e-13,4.542161466262298e-11,t_Bmem-CD27
253,CGAS,7.2597566,1.9689832,7.220383338512675e-13,4.7226418809687773e-11,t_Bmem-CD27
254,BHLHE41,7.257987,2.317744,8.135180621491796e-13,5.2897759507430384e-11,t_Bmem-CD27
255,ARHGAP24,7.2569065,1.13894,6.511411703711333e-13,4.296950348404505e-11,t_Bmem-CD27
256,KIF5B,7.2551928,1.2199106,6.688177975043071e-13,4.400503567971217e-11,t_Bmem-CD27
257,SSPN,7.239139,1.8297833,8.166989856031749e-13,5.2949317566605836e-11,t_Bmem-CD27
258,EIF4A3,7.233465,1.0854194,7.745686474828894e-13,5.051326653128855e-11,t_Bmem-CD27
259,EGR3,7.232344,2.023553,8.814851401578641e-13,5.681735468814047e-11,t_Bmem-CD27
260,ARL5B,7.228871,1.7277119,8.561138799407548e-13,5.534289521844419e-11,t_Bmem-CD27
261,TLE4,7.218677,1.7844567,9.266338821268604e-13,5.938223430173086e-11,t_Bmem-CD27
262,PLCG2,7.2104664,1.1320126,9.12765976700708e-13,5.866307246778203e-11,t_Bmem-CD27
263,SPAG9,7.20433,1.8839641,1.0331192017099284e-12,6.582572430894898e-11,t_Bmem-CD27
