"","from","to","source","database"
"13005","COL2A1","COL10A1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13006","SIPA1","DVL1","inweb_inbio_interaction","inweb_inbiomap"
"13007","PON2","POMGNT2","inweb_inbio_interaction","inweb_inbiomap"
"13008","JUN","CALD1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13009","SEC63","CSNK2A2","inweb_inbio_interaction","inweb_inbiomap"
"13010","SRSF7","PAXIP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13011","PGM1","SUMO3","inweb_inbio_interaction","inweb_inbiomap"
"13012","DVL3","BTF3","cpdb_complex","cpdb"
"13013","GOLGA5","MAX","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13014","GABARAP","C1QBP","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13015","PON2","FBXO6","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13016","CAND1","SMARCA4","inweb_inbio_interaction","inweb_inbiomap"
"13017","CEP104","HERC2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13018","CAV3","LCAT","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13019","SDHB","PDCD5","cpdb_complex","cpdb"
"13020","TBC1D17","CORO1B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13021","APP","GNB3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13022","SLC22A6","CSN1S1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13023","CYLD","KIF14","cpdb_complex","cpdb"
"13024","COPS3","FBXO31","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13025","SRPRA","RPN2","inweb_inbio_pathway","inweb_inbiomap"
"13026","CCND2","CDK6","omnipath_undirectional","omnipath"
"13027","INTS6","POLR2I","inweb_inbio_pathway","inweb_inbiomap"
"13028","CDK1","TMOD3","inweb_inbio_interaction","inweb_inbiomap"
"13029","NOP2","MYH4","inweb_inbio_interaction","inweb_inbiomap"
"13030","KL","TRPV6","omnipath_directional","omnipath"
"13031","DDX17","SENP3","cpdb_interaction","cpdb"
"13032","FFAR2","CHRM1","inweb_inbio_pathway","inweb_inbiomap"
"13033","IGF1R","STAT3","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"13034","HYOU1","ETF1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13035","CHTOP","CPSF1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13036","CPT1C","GCAT","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13037","FNBP1","STX7","cpdb_complex","cpdb"
"13038","GNG5","IGHV3-53","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13039","RPL18A","TRIM25","omnipath_undirectional","omnipath"
"13040","PIK3R1","FGFR1OP","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13041","CTNNB1","RUVBL2","evex_binding","evex_signaling"
"13042","FH","SOD1","inweb_inbio_interaction","inweb_inbiomap"
"13043","TRA2B","DDX5","inweb_inbio_pathway","inweb_inbiomap"
"13044","C8B","AHR","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13045","ESR1","POR","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13046","LGR4","LRP6","inweb_inbio_interaction","inweb_inbiomap"
"13047","TAF1","SCAND1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13048","RGS7","WDR43","cpdb_complex","cpdb"
"13049","ATP11A","PICK1","inweb_inbio_interaction","inweb_inbiomap"
"13050","MBNL3","NXF1","inweb_inbio_interaction","inweb_inbiomap"
"13051","RAB5B","UBXN4","cpdb_complex","cpdb"
"13052","KNG1","HRH1","inweb_inbio_pathway","inweb_inbiomap"
"13053","GIT2","DZIP3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13054","BRD2","SF3B6","cpdb_complex","cpdb"
"13055","PIP5K1B","GNAI2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13056","SRSF5","IMP3","cpdb_complex","cpdb"
"13057","XRN2","EIF5A","inweb_inbio_interaction","inweb_inbiomap"
"13058","LYPD3","HSDL1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13059","CDK5","CDC37","omnipath_undirectional","omnipath"
"13060","PRKAR2B","FGFR1OP","inweb_inbio_interaction_pathway","inweb_inbiomap"
"13061","TUBG1","DYNC1H1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13062","ZCCHC13","ACAT1","inweb_inbio_interaction","inweb_inbiomap"
"13063","TFAP4","MTA2","cpdb_complex","cpdb"
"13064","XPC","SSRP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13065","CDC73","NMT1","cpdb_complex","cpdb"
"13066","IFT46","ECD","cpdb_complex","cpdb"
"13067","HIST1H2AL","ZSCAN20","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13068","MYC","PHF6","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13069","SLC10A1","ATP1B2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13070","HDAC6","ATP7B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13071","STEAP4","ATP7B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13072","INTS7","CCNT2","inweb_inbio_pathway","inweb_inbiomap"
"13073","CUL1","RTCB","inweb_inbio_interaction","inweb_inbiomap"
"13074","NUP214","ANP32A","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13075","TSC22D3","NFKB2","inweb_inbio_interaction","inweb_inbiomap"
"13076","SYNPO","NONO","cpdb_interaction","cpdb"
"13077","MAPK6","COPS6","omnipath_undirectional","omnipath"
"13078","URB2","NOC3L","cpdb_complex","cpdb"
"13079","CENPA","NUP85","inweb_inbio_pathway","inweb_inbiomap"
"13080","CCNB1","FOXM1","cpdb_interaction","cpdb"
"13081","ATP1B3","SEC23B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13082","NME1","EPS15","inweb_inbio_interaction","inweb_inbiomap"
"13083","PPP2R1B","RANGAP1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13084","LUC7L2","SETDB1","inweb_inbio_interaction","inweb_inbiomap"
"13085","PHB2","ERAL1","evex_binding","evex_signaling"
"13086","ZFYVE19","USP9X","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13087","CDC20","ELOC","cpdb_complex","cpdb"
"13088","HNRNPD","ATP1B2","inweb_inbio_interaction","inweb_inbiomap"
"13089","ACBD5","ARPC2","cpdb_complex","cpdb"
"13090","HSD17B10","PSMD11","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13091","SPC25","AP2A1","cpdb_interaction","cpdb"
"13092","EGR3","GABRA4","evex_regulation_other","evex_signaling"
"13093","MAP3K14","IKBKB","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13094","KIF18B","UBC","inweb_inbio_interaction","inweb_inbiomap"
"13095","ACLY","PWP1","cpdb_complex","cpdb"
"13096","RPL10L","RPS21","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13097","ARHGDIG","ENO1","inweb_inbio_interaction","inweb_inbiomap"
"13098","ATAD3B","DYRK1B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13099","ZBTB48","RPL36AL","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13100","NEDD1","BCR","cpdb_complex","cpdb"
"13101","RPL22","RPL14","inweb_inbio_pathway","inweb_inbiomap"
"13102","MTA1","EHMT2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13103","SEC13","PSMD4","cpdb_complex","cpdb"
"13104","ACHE","ATF7","inweb_inbio_interaction","inweb_inbiomap"
"13105","SLC46A1","AHR","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13106","COQ7","RBM22","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13107","RPS3","CBX1","inweb_inbio_interaction","inweb_inbiomap"
"13108","GAK","AR","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13109","SNRPA1","HNRNPA2B1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13110","ELAVL2","SAFB2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13111","SDC1","RPP30","cpdb_complex","cpdb"
"13112","VAPB","STIM1","cpdb_complex","cpdb"
"13113","GNG3","ATP1A2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13114","KNG1","GDPD1","inweb_inbio_interaction","inweb_inbiomap"
"13115","KANK1","NVL","cpdb_complex","cpdb"
"13116","PCM1","WASHC3","omnipath_undirectional","omnipath"
"13117","ESM1","MEOX2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13118","PRPF19","RBM22","inweb_inbio_pathway","inweb_inbiomap"
"13119","NR1H3","STAT1","omnipath_undirectional","omnipath"
"13120","RGS1","LRRK2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13121","PLCG1","EGFR","vinayagam_ppi","vinayagam"
"13122","JUP","USP7","inweb_inbio_interaction","inweb_inbiomap"
"13123","MCM3","SEPT7","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13124","FMR1","RBM4B","cpdb_complex","cpdb"
"13125","RABGGTB","RAB40C","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13126","GNGT2","GNAO1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13127","ITGA2B","ITGA9","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13128","RB1","E2F2","evex_binding","evex_signaling"
"13129","HSPH1","CSNK2A1","vinayagam_ppi","vinayagam"
"13130","PABPC4","EIF3G","inweb_inbio_interaction","inweb_inbiomap"
"13131","ROR1","DUSP19","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13132","NRDC","PRDX6","cpdb_complex","cpdb"
"13133","SUDS3","H2AFJ","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13134","STRAP","SEPT2","cpdb_complex","cpdb"
"13135","CLCN7","CDK9","cpdb_complex","cpdb"
"13136","LZTS2","PALLD","cpdb_complex","cpdb"
"13137","MUS81","SLX4","omnipath_undirectional","omnipath"
"13138","PPP2R5A","YWHAB","pathwaycommons_controls_transport_of","pathwaycommons_signaling"
"13139","TOP2B","HIST1H2BB","inweb_inbio_interaction","inweb_inbiomap"
"13140","HNRNPH1","CUL4B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13141","PCNT","PAFAH1B1","inweb_inbio_pathway","inweb_inbiomap"
"13142","HSPA1A","MYH4","inweb_inbio_interaction","inweb_inbiomap"
"13143","HIST2H2AC","PWP2","inweb_inbio_interaction","inweb_inbiomap"
"13144","TRAF6","RCC1","omnipath_undirectional","omnipath"
"13145","IGHV3-30","DAGLB","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13146","CDH1","CDCA3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13147","PKP4","NSA2","cpdb_complex","cpdb"
"13148","SHKBP1","SH3KBP1","inweb_inbio_interaction","inweb_inbiomap"
"13149","LAPTM4A","GIPC1","inweb_inbio_interaction","inweb_inbiomap"
"13150","HERC2","NEK1","cpdb_complex","cpdb"
"13151","CCNT1","CDC73","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13152","KRT36","IKZF5","cpdb_complex","cpdb"
"13153","IL11","GRIA2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13154","TMEM41B","TAF1","inweb_inbio_interaction","inweb_inbiomap"
"13155","CSTF1","RBM17","inweb_inbio_pathway","inweb_inbiomap"
"13156","SIN3A","HSPA9","inweb_inbio_interaction","inweb_inbiomap"
"13157","NFKB1","RAB3A","inweb_inbio_interaction","inweb_inbiomap"
"13158","AAR2","PLRG1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13159","SLC24A3","MASP1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13160","ZNF263","LENG8","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13161","BAK1","CHP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13162","NACA2","FKBP1B","inweb_inbio_interaction","inweb_inbiomap"
"13163","RBAK","ZNF623","inweb_inbio_interaction","inweb_inbiomap"
"13164","IMP4","RPS7","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13165","HIST1H4I","RSF1","inweb_inbio_pathway","inweb_inbiomap"
"13166","KRT18","TUBGCP4","omnipath_undirectional","omnipath"
"13167","RAP1GDS1","CCDC102A","inweb_inbio_interaction","inweb_inbiomap"
"13168","CACNA2D3","MYBPC2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13169","RRP1","CLIC1","cpdb_complex","cpdb"
"13170","NDC80","IFFO1","cpdb_complex","cpdb"
"13171","CYP4F2","CYP1A2","inweb_inbio_pathway","inweb_inbiomap"
"13172","HBZ","SP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13173","FXR1","CYFIP2","omnipath_undirectional","omnipath"
"13174","SIN3B","H2BFS","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13175","GLRX2","MDH2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13176","CDC37","CREB1","cpdb_complex","cpdb"
"13177","SCGB1D2","TTN","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13178","TMCO1","G3BP1","cpdb_complex","cpdb"
"13179","ILK","MYL12B","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"13180","UBC","UBD","inweb_inbio_interaction","inweb_inbiomap"
"13181","FGB","ITGA2B","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13182","PABPC1L","PABPN1","inweb_inbio_interaction","inweb_inbiomap"
"13183","RPL13","RPL41","inweb_inbio_pathway","inweb_inbiomap"
"13184","ACTN1","SRSF4","cpdb_complex","cpdb"
"13185","UBB","IQCB1","cpdb_interaction","cpdb"
"13186","NME1-NME2","AK3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13187","AP3D1","HIST1H4I","inweb_inbio_interaction","inweb_inbiomap"
"13188","DGKE","NUF2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13189","EPHA7","HERC2","cpdb_interaction","cpdb"
"13190","PRSS1","LGR4","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13191","IGHV4-34","TEC","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"13192","PRKACA","HSPB8","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13193","CNNM3","CAV1","cpdb_complex","cpdb"
"13194","CACNB2","PPFIA4","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13195","WDR76","CCT3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13196","TTC8","BBS4","cpdb_interaction","cpdb"
"13197","BTN2A2","ITM2B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13198","LPL","LIPC","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13199","F2","JARID2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13200","CXCR1","GRIA2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13201","SND1","SRSF3","cpdb_interaction","cpdb"
"13202","HSPD1","ITGA3","omnipath_undirectional","omnipath"
"13203","VPS35","BOP1","inweb_inbio_interaction","inweb_inbiomap"
"13204","TJP1","GRIN2B","inweb_inbio_interaction","inweb_inbiomap"
"13205","EXOC4","PYGL","cpdb_complex","cpdb"
"13206","ID2","MYC","evex_binding","evex_signaling"
"13207","DDX3X","SF1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13208","POLD3","AGO2","evex_binding","evex_signaling"
"13209","PGM1","DNAJA1","inweb_inbio_interaction","inweb_inbiomap"
"13210","CDK1","DLG1","harmonizome_PhosphoSite","harmonizome"
"13211","AR","USP10","omnipath_undirectional","omnipath"
"13212","RPS27A","SEC61A1","inweb_inbio_interaction","inweb_inbiomap"
"13213","CMC1","MYLK","cpdb_complex","cpdb"
"13214","ISCA1","NARFL","evex_binding","evex_signaling"
"13215","NANS","CTNNA1","omnipath_undirectional","omnipath"
"13216","TAF4","GTF2H3","inweb_inbio_pathway","inweb_inbiomap"
"13217","TUBA4A","MLC1","inweb_inbio_interaction","inweb_inbiomap"
"13218","PLAT","MAPK3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13219","UBC","ELOC","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13220","RAE1","USP11","inweb_inbio_interaction","inweb_inbiomap"
"13221","SNAP91","RAB5C","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13222","BAG2","HYOU1","cpdb_complex","cpdb"
"13223","PSMD6","TUBB2B","inweb_inbio_interaction","inweb_inbiomap"
"13224","EP300","AKR1C3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13225","TNPO1","DCP2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13226","ARF1","TLN1","cpdb_interaction","cpdb"
"13227","DDX54","DHX15","cpdb_complex","cpdb"
"13228","SQSTM1","SRSF1","inweb_inbio_interaction","inweb_inbiomap"
"13229","ARID4A","HIST1H2BO","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13230","AKT1","CEBPD","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13231","RFC4","ATRIP","cpdb_complex","cpdb"
"13232","ELL","TAF1","cpdb_complex","cpdb"
"13233","FAF1","KRI1","cpdb_complex","cpdb"
"13234","MYL9","CBFB","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13235","KDR","CDC25A","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13236","BRCA1","XRCC6","cpdb_complex","cpdb"
"13237","MCAT","RBM4","cpdb_complex","cpdb"
"13238","DDX23","XRCC6","cpdb_complex","cpdb"
"13239","HDGF","RPL32","inweb_inbio_interaction","inweb_inbiomap"
"13240","RPL13A","DCAKD","inweb_inbio_interaction","inweb_inbiomap"
"13241","USF1","CHD8","omnipath_undirectional","omnipath"
"13242","BTK","STAT3","cpdb_interaction","cpdb"
"13243","TM9SF2","RAB6A","inweb_inbio_interaction","inweb_inbiomap"
"13244","YY1","PPARGC1A","inweb_inbio_interaction","inweb_inbiomap"
"13245","SORBS2","OGT","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13246","GHITM","NT5E","inweb_inbio_interaction","inweb_inbiomap"
"13247","MED24","CPSF6","inweb_inbio_interaction","inweb_inbiomap"
"13248","CDK2","CCNE1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13249","SLC41A2","TREX1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13250","MDM2","EIF2AK1","inweb_inbio_interaction","inweb_inbiomap"
"13251","MAP1LC3C","ACTA2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13252","RAE1","SNRPD1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13253","NTRK1","GPSM1","inweb_inbio_interaction","inweb_inbiomap"
"13254","USP2","CCDC36","omnipath_undirectional","omnipath"
"13255","SFN","YWHAG","omnipath_undirectional","omnipath"
"13256","TP53BP2","EP300","omnipath_undirectional","omnipath"
"13257","CSPP1","MYZAP","cpdb_complex","cpdb"
"13258","RABGGTB","RAB24","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13259","GNB2","FFAR2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13260","NEK6","PIN1","cpdb_interaction","cpdb"
"13261","SRC","DAPP1","harmonizome_KEA","harmonizome"
"13262","MTNR1A","WAPL","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13263","PSMG2","CUL1","cpdb_complex","cpdb"
"13264","HIST1H3H","HIST1H4A","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13265","AXIN1","PAPLN","inweb_inbio_interaction","inweb_inbiomap"
"13266","SFPQ","SERBP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13267","SPRY2","PDXDC1","inweb_inbio_interaction","inweb_inbiomap"
"13268","XBP1","RBL2","cpdb_interaction","cpdb"
"13269","TNF","FZD2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13270","RDX","SYCE1L","evex_binding","evex_signaling"
"13271","RCC2","ANXA6","cpdb_complex","cpdb"
"13272","CHD7","SMARCC1","inweb_inbio_interaction","inweb_inbiomap"
"13273","KCNJ6","RARG","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13274","NEFL","CHD3","omnipath_undirectional","omnipath"
"13275","TNNI3K","PTPN21","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13276","SEC63","SOAT1","cpdb_complex","cpdb"
"13277","TAX1BP1","DAXX","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13278","ADAM9","BCCIP","cpdb_complex","cpdb"
"13279","UBE2L3","FBXW5","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13280","VEZF1","PLAGL2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13281","IBTK","CCNB1","cpdb_complex","cpdb"
"13282","PRDX4","PCBP2","cpdb_complex","cpdb"
"13283","PCDHGC5","AHR","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13284","HSPA1L","SOAT2","inweb_inbio_interaction","inweb_inbiomap"
"13285","SPINT1","DDX41","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13286","MEF2A","MYOG","omnipath_undirectional","omnipath"
"13287","NFS1","RPN1","inweb_inbio_interaction","inweb_inbiomap"
"13288","P3H1","NOP9","cpdb_complex","cpdb"
"13289","POLR2F","PAX6","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13290","PI4KB","PIK3R6","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13291","GRIN2B","EPHB6","inweb_inbio_pathway","inweb_inbiomap"
"13292","TES","TUBA1B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13293","PSMC6","NFKB1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13294","DNAH8","EGFR","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13295","IKBKE","PSMC2","omnipath_undirectional","omnipath"
"13296","TFE3","NEDD8","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13297","PDGFRB","IGLV3-21","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13298","DDX21","ESR1","inweb_inbio_interaction","inweb_inbiomap"
"13299","GABARAPL2","BCL2L2","inweb_inbio_interaction","inweb_inbiomap"
"13300","HAMP","STEAP3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13301","PTGER1","GNG2","inweb_inbio_pathway","inweb_inbiomap"
"13302","RMI1","RFC3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13303","UTY","CTCF","evex_binding","evex_signaling"
"13304","CCAR2","SH3KBP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13305","EWSR1","SUMO1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13306","HSPA12A","CBWD1","inweb_inbio_interaction","inweb_inbiomap"
"13307","HNF4A","RORC","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13308","ATP6V1B2","MSMO1","inweb_inbio_interaction","inweb_inbiomap"
"13309","CRK","IGLC1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13310","PEX6","MAX","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13311","RPS18","LYAR","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13312","ARL8A","LDHB","inweb_inbio_interaction","inweb_inbiomap"
"13313","SRC","ESR2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13314","CCNA2","HIST1H1B","inweb_inbio_interaction","inweb_inbiomap"
"13315","CHD4","POLD3","inweb_inbio_interaction","inweb_inbiomap"
"13316","DCAF6","TRIM55","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13317","DCLRE1B","PSMD2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13318","MYC","PCF11","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13319","SPTBN4","COPG1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13320","ACTR1A","GSTA5","evex_binding","evex_signaling"
"13321","PSMA7","PSMD6","inweb_inbio_interaction_pathway","inweb_inbiomap"
"13322","HSPH1","ABCF3","inweb_inbio_interaction","inweb_inbiomap"
"13323","GRHPR","AGL","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13324","VMA21","EPN2","cpdb_complex","cpdb"
"13325","DRD1","GPR20","inweb_inbio_pathway","inweb_inbiomap"
"13326","CCR6","DEFB1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13327","NCOA2","SMC3","cpdb_complex","cpdb"
"13328","EGFR","PPP2CA","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"13329","CALML5","EXOSC3","inweb_inbio_interaction","inweb_inbiomap"
"13330","HTR5A","GNAL","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13331","RPA1","DNAJB6","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"13332","NUP37","NUP43","cpdb_interaction","cpdb"
"13333","RAI14","STX5","cpdb_complex","cpdb"
"13334","CDC42","NOSIP","cpdb_complex","cpdb"
"13335","CPSF2","SF3B3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13336","AKR1C3","ALPP","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13337","GNAL","PRDX5","cpdb_complex","cpdb"
"13338","CDC37","RHOBTB2","inweb_inbio_interaction","inweb_inbiomap"
"13339","MYH2","TSC2","cpdb_complex","cpdb"
"13340","GNG2","TBXA2R","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13341","ERCC2","TUBA3E","inweb_inbio_interaction","inweb_inbiomap"
"13342","SLC25A13","AATK","inweb_inbio_interaction","inweb_inbiomap"
"13343","UBE2I","KCNA5","inweb_inbio_interaction","inweb_inbiomap"
"13344","ING3","INO80C","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13345","KIF23","MICAL3","omnipath_undirectional","omnipath"
"13346","STYX","FBXW7","omnipath_directional","omnipath"
"13347","UBTF","MYC","omnipath_undirectional","omnipath"
"13348","RB1CC1","HUWE1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13349","SATB1","APOA2","cpdb_complex","cpdb"
"13350","PSMA3","HSPA5","inweb_inbio_interaction","inweb_inbiomap"
"13351","FAM9B","STK3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13352","HR","AMMECR1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13353","AES","MSS51","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13354","EIF3F","MICU2","cpdb_complex","cpdb"
"13355","SLC27A4","SLC20A1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"13356","MED4","NKRF","cpdb_complex","cpdb"
"13357","TRPC6","TRPC4","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13358","UBC","CLTC","inweb_inbio_interaction_pathway","inweb_inbiomap"
"13359","COTL1","PDE6H","inweb_inbio_interaction","inweb_inbiomap"
"13360","PSMB3","HSP90AB1","inweb_inbio_interaction","inweb_inbiomap"
"13361","CHML","RAB11B","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"13362","PRKX","PRKAR2A","vinayagam_ppi","vinayagam"
"13363","KPNA2","RNMT","omnipath_undirectional","omnipath"
"13364","ELAC2","HNRNPF","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13365","LTB4R2","RANBP9","inweb_inbio_interaction","inweb_inbiomap"
"13366","ALB","APCS","evex_binding","evex_signaling"
"13367","NRDC","KIFC1","cpdb_complex","cpdb"
"13368","HIST1H3C","MBD1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"13369","VDAC2","MYH10","cpdb_complex","cpdb"
"13370","MRPS10","MRPS30","inweb_inbio_pathway","inweb_inbiomap"
"13371","PYM1","PKP2","cpdb_complex","cpdb"
"13372","RBBP7","CHD4","inweb_inbio_interaction_pathway","inweb_inbiomap"
"13373","FBL","SUZ12","omnipath_undirectional","omnipath"
"13374","PROP1","BATF2","pathwaycommons_interacts_with","pathwaycommons_signaling"
